Art;Modell;Speicher GB;Anbieter;Anbietertyp;Tarif;Band;Zustand;Zuzahlung EUR;Tarif/Monat EUR;Geräterate EUR;Bündel/Monat EUR;Laufzeit Monate;Anschlusspreis EUR;Leitzahl-Zeitraum Monate;Kosten über 24 Monate EUR;Kosten über die Bündellaufzeit EUR;Abgerufen am;Quelle;SKU-ID
Bündel;iPhone 18 Pro Max;256;congstar;discount;Allnet Flat XS Flex;Klein;neu;189,00;15,00;39,00;;36;0,00;24;1953,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-xs/;apple-iphone-18-pro-max-256gb-burgunder
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat L;Groß;neu;229,00;29,00;45,00;;36;0,00;24;2545,00;;2026-09-21;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-l/;apple-iphone-18-pro-max-512gb-burgunder
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat L Flex;Groß;neu;229,00;29,00;45,00;;36;0,00;24;2545,00;;2026-09-21;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-l/;apple-iphone-18-pro-max-512gb-burgunder
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat M;Groß;neu;229,00;24,00;45,00;;36;0,00;24;2425,00;;2026-09-21;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-m/;apple-iphone-18-pro-max-512gb-burgunder
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat M Flex;Groß;neu;229,00;24,00;45,00;;36;0,00;24;2425,00;;2026-09-21;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-m/;apple-iphone-18-pro-max-512gb-burgunder
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat S;Mittel;neu;229,00;20,00;45,00;;36;0,00;24;2329,00;;2026-09-21;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-s/;apple-iphone-18-pro-max-512gb-burgunder
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat S Flex;Mittel;neu;229,00;20,00;45,00;;36;0,00;24;2329,00;;2026-09-21;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-s/;apple-iphone-18-pro-max-512gb-burgunder
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat XS;Klein;neu;229,00;15,00;45,00;;36;0,00;24;2209,00;;2026-09-21;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-xs/;apple-iphone-18-pro-max-512gb-burgunder
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat XS Flex;Klein;neu;229,00;15,00;45,00;;36;0,00;24;2209,00;;2026-09-21;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-xs/;apple-iphone-18-pro-max-512gb-burgunder
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat L;Groß;neu;229,00;29,00;67,50;;24;0,00;24;2545,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-l/;apple-iphone-18-pro-max-512gb-polar
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat L;Groß;neu;229,00;29,00;45,00;;36;0,00;24;2545,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-l/;apple-iphone-18-pro-max-512gb-polar
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat L Flex;Groß;neu;229,00;29,00;67,50;;24;0,00;24;2545,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-l/;apple-iphone-18-pro-max-512gb-polar
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat L Flex;Groß;neu;229,00;29,00;45,00;;36;0,00;24;2545,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-l/;apple-iphone-18-pro-max-512gb-polar
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat M;Groß;neu;229,00;24,00;67,50;;24;0,00;24;2425,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-m/;apple-iphone-18-pro-max-512gb-polar
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat M;Groß;neu;229,00;24,00;45,00;;36;0,00;24;2425,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-m/;apple-iphone-18-pro-max-512gb-polar
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat M Flex;Groß;neu;229,00;24,00;67,50;;24;0,00;24;2425,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-m/;apple-iphone-18-pro-max-512gb-polar
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat M Flex;Groß;neu;229,00;24,00;45,00;;36;0,00;24;2425,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-m/;apple-iphone-18-pro-max-512gb-polar
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat S;Mittel;neu;229,00;20,00;67,50;;24;0,00;24;2329,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-s/;apple-iphone-18-pro-max-512gb-polar
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat S;Mittel;neu;229,00;20,00;45,00;;36;0,00;24;2329,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-s/;apple-iphone-18-pro-max-512gb-polar
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat S Flex;Mittel;neu;229,00;20,00;67,50;;24;0,00;24;2329,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-s/;apple-iphone-18-pro-max-512gb-polar
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat S Flex;Mittel;neu;229,00;20,00;45,00;;36;0,00;24;2329,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-s/;apple-iphone-18-pro-max-512gb-polar
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat XS;Klein;neu;229,00;15,00;67,50;;24;0,00;24;2209,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-xs/;apple-iphone-18-pro-max-512gb-polar
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat XS;Klein;neu;229,00;15,00;45,00;;36;0,00;24;2209,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-xs/;apple-iphone-18-pro-max-512gb-polar
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat XS Flex;Klein;neu;229,00;15,00;67,50;;24;0,00;24;2209,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-xs/;apple-iphone-18-pro-max-512gb-polar
Bündel;iPhone 18 Pro Max;512;congstar;discount;Allnet Flat XS Flex;Klein;neu;229,00;15,00;45,00;;36;0,00;24;2209,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-xs/;apple-iphone-18-pro-max-512gb-polar
Bündel;Galaxy S26 Ultra;1024;congstar;discount;Allnet Flat L;Groß;neu;169,00;29,00;46,50;;24;0,00;24;1981,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-l/;samsung-galaxy-s26-ultra-1024gb-cobalt-violet
Bündel;Galaxy S26 Ultra;1024;congstar;discount;Allnet Flat L;Groß;neu;169,00;29,00;31,00;;36;0,00;24;1981,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-l/;samsung-galaxy-s26-ultra-1024gb-cobalt-violet
Bündel;Galaxy S26 Ultra;1024;congstar;discount;Allnet Flat L Flex;Groß;neu;169,00;29,00;61,50;;24;0,00;24;2341,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-l/;samsung-galaxy-s26-ultra-1024gb-cobalt-violet
Bündel;Galaxy S26 Ultra;1024;congstar;discount;Allnet Flat L Flex;Groß;neu;169,00;29,00;41,00;;36;0,00;24;2341,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-l/;samsung-galaxy-s26-ultra-1024gb-cobalt-violet
Bündel;Galaxy S26 Ultra;1024;congstar;discount;Allnet Flat M;Groß;neu;169,00;24,00;52,50;;24;0,00;24;2005,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-m/;samsung-galaxy-s26-ultra-1024gb-cobalt-violet
Bündel;Galaxy S26 Ultra;1024;congstar;discount;Allnet Flat M;Groß;neu;169,00;24,00;35,00;;36;0,00;24;2005,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-m/;samsung-galaxy-s26-ultra-1024gb-cobalt-violet
Bündel;Galaxy S26 Ultra;1024;congstar;discount;Allnet Flat M Flex;Groß;neu;169,00;24,00;61,50;;24;0,00;24;2221,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-m/;samsung-galaxy-s26-ultra-1024gb-cobalt-violet
Bündel;Galaxy S26 Ultra;1024;congstar;discount;Allnet Flat M Flex;Groß;neu;169,00;24,00;41,00;;36;0,00;24;2221,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-m/;samsung-galaxy-s26-ultra-1024gb-cobalt-violet
Bündel;Galaxy S26 Ultra;1024;congstar;discount;Allnet Flat S;Mittel;neu;169,00;20,00;52,50;;24;0,00;24;1909,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-s/;samsung-galaxy-s26-ultra-1024gb-cobalt-violet
Bündel;Galaxy S26 Ultra;1024;congstar;discount;Allnet Flat S;Mittel;neu;169,00;20,00;35,00;;36;0,00;24;1909,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-s/;samsung-galaxy-s26-ultra-1024gb-cobalt-violet
Bündel;Galaxy S26 Ultra;1024;congstar;discount;Allnet Flat S Flex;Mittel;neu;169,00;20,00;61,50;;24;0,00;24;2125,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-s/;samsung-galaxy-s26-ultra-1024gb-cobalt-violet
Bündel;Galaxy S26 Ultra;1024;congstar;discount;Allnet Flat S Flex;Mittel;neu;169,00;20,00;41,00;;36;0,00;24;2125,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-s/;samsung-galaxy-s26-ultra-1024gb-cobalt-violet
Bündel;Galaxy S26 Ultra;1024;congstar;discount;Allnet Flat XS;Klein;neu;169,00;15,00;58,50;;24;0,00;24;1933,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-xs/;samsung-galaxy-s26-ultra-1024gb-cobalt-violet
Bündel;Galaxy S26 Ultra;1024;congstar;discount;Allnet Flat XS;Klein;neu;169,00;15,00;39,00;;36;0,00;24;1933,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-xs/;samsung-galaxy-s26-ultra-1024gb-cobalt-violet
Bündel;Galaxy S26 Ultra;1024;congstar;discount;Allnet Flat XS Flex;Klein;neu;169,00;15,00;61,50;;24;0,00;24;2005,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-xs/;samsung-galaxy-s26-ultra-1024gb-cobalt-violet
Bündel;Galaxy S26 Ultra;1024;congstar;discount;Allnet Flat XS Flex;Klein;neu;169,00;15,00;41,00;;36;0,00;24;2005,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-xs/;samsung-galaxy-s26-ultra-1024gb-cobalt-violet
Bündel;Galaxy S26 Ultra;256;congstar;discount;Allnet Flat L;Groß;neu;1,00;29,00;32,25;;24;0,00;24;1471,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-l/;samsung-galaxy-s26-ultra-256gb-cobalt-violet
Bündel;Galaxy S26 Ultra;256;congstar;discount;Allnet Flat L;Groß;neu;1,00;29,00;21,50;;36;0,00;24;1471,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-l/;samsung-galaxy-s26-ultra-256gb-cobalt-violet
Bündel;Galaxy S26 Ultra;256;congstar;discount;Allnet Flat L Flex;Groß;neu;1,00;29,00;47,25;;24;0,00;24;1831,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-l/;samsung-galaxy-s26-ultra-256gb-cobalt-violet
Bündel;Galaxy S26 Ultra;256;congstar;discount;Allnet Flat L Flex;Groß;neu;1,00;29,00;31,50;;36;0,00;24;1831,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-l/;samsung-galaxy-s26-ultra-256gb-cobalt-violet
Bündel;Galaxy S26 Ultra;256;congstar;discount;Allnet Flat M;Groß;neu;1,00;24,00;38,25;;24;0,00;24;1495,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-m/;samsung-galaxy-s26-ultra-256gb-cobalt-violet
Bündel;Galaxy S26 Ultra;256;congstar;discount;Allnet Flat M;Groß;neu;1,00;24,00;25,50;;36;0,00;24;1495,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-m/;samsung-galaxy-s26-ultra-256gb-cobalt-violet
Bündel;Galaxy S26 Ultra;256;congstar;discount;Allnet Flat M Flex;Groß;neu;1,00;24,00;47,25;;24;0,00;24;1711,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-m/;samsung-galaxy-s26-ultra-256gb-cobalt-violet
Bündel;Galaxy S26 Ultra;256;congstar;discount;Allnet Flat M Flex;Groß;neu;1,00;24,00;31,50;;36;0,00;24;1711,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-m/;samsung-galaxy-s26-ultra-256gb-cobalt-violet
Bündel;Galaxy S26 Ultra;256;congstar;discount;Allnet Flat S;Mittel;neu;1,00;20,00;38,25;;24;0,00;24;1399,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-s/;samsung-galaxy-s26-ultra-256gb-cobalt-violet
Bündel;Galaxy S26 Ultra;256;congstar;discount;Allnet Flat S;Mittel;neu;1,00;20,00;25,50;;36;0,00;24;1399,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-s/;samsung-galaxy-s26-ultra-256gb-cobalt-violet
Bündel;Galaxy S26 Ultra;256;congstar;discount;Allnet Flat S Flex;Mittel;neu;1,00;20,00;47,25;;24;0,00;24;1615,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-s/;samsung-galaxy-s26-ultra-256gb-cobalt-violet
Bündel;Galaxy S26 Ultra;256;congstar;discount;Allnet Flat S Flex;Mittel;neu;1,00;20,00;31,50;;36;0,00;24;1615,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-s/;samsung-galaxy-s26-ultra-256gb-cobalt-violet
Bündel;Galaxy S26 Ultra;256;congstar;discount;Allnet Flat XS;Klein;neu;1,00;15,00;44,25;;24;0,00;24;1423,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-xs/;samsung-galaxy-s26-ultra-256gb-cobalt-violet
Bündel;Galaxy S26 Ultra;256;congstar;discount;Allnet Flat XS;Klein;neu;1,00;15,00;29,50;;36;0,00;24;1423,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-xs/;samsung-galaxy-s26-ultra-256gb-cobalt-violet
Bündel;Galaxy S26 Ultra;256;congstar;discount;Allnet Flat XS Flex;Klein;neu;1,00;15,00;47,25;;24;0,00;24;1495,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-xs/;samsung-galaxy-s26-ultra-256gb-cobalt-violet
Bündel;Galaxy S26 Ultra;256;congstar;discount;Allnet Flat XS Flex;Klein;neu;1,00;15,00;31,50;;36;0,00;24;1495,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-xs/;samsung-galaxy-s26-ultra-256gb-cobalt-violet
Bündel;Galaxy S26 Ultra;512;congstar;discount;Allnet Flat L;Groß;neu;1,00;29,00;41,25;;24;0,00;24;1687,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-l/;samsung-galaxy-s26-ultra-512gb-cobalt-violet
Bündel;Galaxy S26 Ultra;512;congstar;discount;Allnet Flat L;Groß;neu;1,00;29,00;27,50;;36;0,00;24;1687,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-l/;samsung-galaxy-s26-ultra-512gb-cobalt-violet
Bündel;Galaxy S26 Ultra;512;congstar;discount;Allnet Flat L Flex;Groß;neu;1,00;29,00;56,25;;24;0,00;24;2047,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-l/;samsung-galaxy-s26-ultra-512gb-cobalt-violet
Bündel;Galaxy S26 Ultra;512;congstar;discount;Allnet Flat L Flex;Groß;neu;1,00;29,00;37,50;;36;0,00;24;2047,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-l/;samsung-galaxy-s26-ultra-512gb-cobalt-violet
Bündel;Galaxy S26 Ultra;512;congstar;discount;Allnet Flat M;Groß;neu;1,00;24,00;47,25;;24;0,00;24;1711,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-m/;samsung-galaxy-s26-ultra-512gb-cobalt-violet
Bündel;Galaxy S26 Ultra;512;congstar;discount;Allnet Flat M;Groß;neu;1,00;24,00;31,50;;36;0,00;24;1711,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-m/;samsung-galaxy-s26-ultra-512gb-cobalt-violet
Bündel;Galaxy S26 Ultra;512;congstar;discount;Allnet Flat M Flex;Groß;neu;1,00;24,00;56,25;;24;0,00;24;1927,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-m/;samsung-galaxy-s26-ultra-512gb-cobalt-violet
Bündel;Galaxy S26 Ultra;512;congstar;discount;Allnet Flat M Flex;Groß;neu;1,00;24,00;37,50;;36;0,00;24;1927,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-m/;samsung-galaxy-s26-ultra-512gb-cobalt-violet
Bündel;Galaxy S26 Ultra;512;congstar;discount;Allnet Flat S;Mittel;neu;1,00;20,00;47,25;;24;0,00;24;1615,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-s/;samsung-galaxy-s26-ultra-512gb-cobalt-violet
Bündel;Galaxy S26 Ultra;512;congstar;discount;Allnet Flat S;Mittel;neu;1,00;20,00;31,50;;36;0,00;24;1615,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-s/;samsung-galaxy-s26-ultra-512gb-cobalt-violet
Bündel;Galaxy S26 Ultra;512;congstar;discount;Allnet Flat S Flex;Mittel;neu;1,00;20,00;56,25;;24;0,00;24;1831,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-s/;samsung-galaxy-s26-ultra-512gb-cobalt-violet
Bündel;Galaxy S26 Ultra;512;congstar;discount;Allnet Flat S Flex;Mittel;neu;1,00;20,00;37,50;;36;0,00;24;1831,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-s/;samsung-galaxy-s26-ultra-512gb-cobalt-violet
Bündel;Galaxy S26 Ultra;512;congstar;discount;Allnet Flat XS;Klein;neu;1,00;15,00;53,25;;24;0,00;24;1639,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-xs/;samsung-galaxy-s26-ultra-512gb-cobalt-violet
Bündel;Galaxy S26 Ultra;512;congstar;discount;Allnet Flat XS;Klein;neu;1,00;15,00;35,50;;36;0,00;24;1639,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-xs/;samsung-galaxy-s26-ultra-512gb-cobalt-violet
Bündel;Galaxy S26 Ultra;512;congstar;discount;Allnet Flat XS Flex;Klein;neu;1,00;15,00;56,25;;24;0,00;24;1711,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-xs/;samsung-galaxy-s26-ultra-512gb-cobalt-violet
Bündel;Galaxy S26 Ultra;512;congstar;discount;Allnet Flat XS Flex;Klein;neu;1,00;15,00;37,50;;36;0,00;24;1711,00;;2026-09-22;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-xs/;samsung-galaxy-s26-ultra-512gb-cobalt-violet
Bündel;Galaxy Z Fold8;256;congstar;discount;Allnet Flat L;Groß;neu;49,00;29,00;44,50;;36;0,00;24;2347,00;;2026-09-12;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-l/;samsung-galaxy-z-fold8-256gb-violett
Bündel;Galaxy Z Fold8;256;congstar;discount;Allnet Flat L Flex;Groß;neu;49,00;29,00;54,00;;36;0,00;24;2689,00;;2026-09-12;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-l/;samsung-galaxy-z-fold8-256gb-violett
Bündel;Galaxy Z Fold8;256;congstar;discount;Allnet Flat M;Groß;neu;49,00;24,00;45,50;;36;0,00;24;2263,00;;2026-09-12;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-m/;samsung-galaxy-z-fold8-256gb-violett
Bündel;Galaxy Z Fold8;256;congstar;discount;Allnet Flat M Flex;Groß;neu;49,00;24,00;54,00;;36;0,00;24;2569,00;;2026-09-12;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-m/;samsung-galaxy-z-fold8-256gb-violett
Bündel;Galaxy Z Fold8;256;congstar;discount;Allnet Flat S;Mittel;neu;49,00;20,00;47,50;;36;0,00;24;2239,00;;2026-09-12;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-s/;samsung-galaxy-z-fold8-256gb-violett
Bündel;Galaxy Z Fold8;256;congstar;discount;Allnet Flat S Flex;Mittel;neu;49,00;20,00;54,00;;36;0,00;24;2473,00;;2026-09-12;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-s/;samsung-galaxy-z-fold8-256gb-violett
Bündel;Galaxy Z Fold8;256;congstar;discount;Allnet Flat XS;Klein;neu;49,00;15,00;48,50;;36;0,00;24;2155,00;;2026-09-12;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-xs/;samsung-galaxy-z-fold8-256gb-violett
Bündel;Galaxy Z Fold8;256;congstar;discount;Allnet Flat XS Flex;Klein;neu;49,00;15,00;54,00;;36;0,00;24;2353,00;;2026-09-12;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-xs/;samsung-galaxy-z-fold8-256gb-violett
Bündel;Galaxy Z Fold8;512;congstar;discount;Allnet Flat L;Groß;neu;109,00;29,00;49,00;;36;0,00;24;2569,00;;2026-09-12;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-l/;samsung-galaxy-z-fold8-512gb-violett
Bündel;Galaxy Z Fold8;512;congstar;discount;Allnet Flat L Flex;Groß;neu;109,00;29,00;58,00;;36;0,00;24;2893,00;;2026-09-12;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-l/;samsung-galaxy-z-fold8-512gb-violett
Bündel;Galaxy Z Fold8;512;congstar;discount;Allnet Flat M;Groß;neu;109,00;24,00;50,00;;36;0,00;24;2485,00;;2026-09-12;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-m/;samsung-galaxy-z-fold8-512gb-violett
Bündel;Galaxy Z Fold8;512;congstar;discount;Allnet Flat M Flex;Groß;neu;109,00;24,00;58,00;;36;0,00;24;2773,00;;2026-09-12;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-m/;samsung-galaxy-z-fold8-512gb-violett
Bündel;Galaxy Z Fold8;512;congstar;discount;Allnet Flat S;Mittel;neu;109,00;20,00;52,00;;36;0,00;24;2461,00;;2026-09-12;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-s/;samsung-galaxy-z-fold8-512gb-violett
Bündel;Galaxy Z Fold8;512;congstar;discount;Allnet Flat S Flex;Mittel;neu;109,00;20,00;58,00;;36;0,00;24;2677,00;;2026-09-12;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-s/;samsung-galaxy-z-fold8-512gb-violett
Bündel;Galaxy Z Fold8;512;congstar;discount;Allnet Flat XS;Klein;neu;109,00;15,00;53,00;;36;0,00;24;2377,00;;2026-09-12;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-xs/;samsung-galaxy-z-fold8-512gb-violett
Bündel;Galaxy Z Fold8;512;congstar;discount;Allnet Flat XS Flex;Klein;neu;109,00;15,00;58,00;;36;0,00;24;2557,00;;2026-09-12;https://www.congstar.de/handytarife/allnet-flat-tarife/allnet-flat-xs/;samsung-galaxy-z-fold8-512gb-violett
Bündel;iPhone 14;128;o2;netzbetreiber;O2 Mobile on Demand M Plus mit 50 GB+ (24 Mon.);Mittel;neu;1,00;14,99;20,00;;36;39,99;24;1120,75;;2026-09-24;https://www.o2online.de/e-shop/apple/apple-iphone-14-128gb-mitternacht-details?ohne-tarif=nein&zielgruppe=privatkunden&ratenzahlung=36&vertragsart=ratenzahlung&tarif=o2-mobile-on-demand-m-plus;apple-iphone-14-128gb-schwarz
Bündel;iPhone 14;128;o2;netzbetreiber;O2 Mobile on Demand M Plus mit 50 GB+ (24 Mon.);Mittel;refurbished;13,00;14,99;12,00;;36;39,99;24;844,75;;2026-09-24;https://www.o2online.de/e-shop/apple/apple-iphone-14-128gb-mitternacht-erneuert-details?ohne-tarif=nein&zielgruppe=privatkunden&ratenzahlung=36&vertragsart=ratenzahlung&tarif=o2-mobile-on-demand-m-plus;apple-iphone-14-128gb-schwarz-refurbished
Bündel;iPhone 14 Pro;128;o2;netzbetreiber;O2 Mobile on Demand M Plus mit 50 GB+ (24 Mon.);Mittel;neu;1,00;14,99;34,00;;36;39,99;24;1624,75;;2026-09-24;https://www.o2online.de/e-shop/apple/apple-iphone-14-pro-128gb-dunkellila-details?ohne-tarif=nein&zielgruppe=privatkunden&ratenzahlung=36&vertragsart=ratenzahlung&tarif=o2-mobile-on-demand-m-plus;apple-iphone-14-pro-128gb-dunkellila
Bündel;iPhone 14 Pro;128;o2;netzbetreiber;O2 Mobile on Demand M Plus mit 50 GB+ (24 Mon.);Mittel;;1,00;14,99;16,00;;36;39,99;24;976,75;;2026-09-04;https://www.o2online.de/e-shop/apple/apple-iphone-14-pro-128gb-space-schwarz-erneuert-details?ohne-tarif=nein&zielgruppe=privatkunden&ratenzahlung=36&vertragsart=ratenzahlung&tarif=o2-mobile-on-demand-m-plus;apple-iphone-14-pro-128gb-space-schwarz-refurbished
Bündel;iPhone 14 Pro Max;512;o2;netzbetreiber;O2 Mobile on Demand M Plus mit 50 GB+ (24 Mon.);Mittel;neu;1,00;14,99;49,00;;36;39,99;24;2164,75;;2026-09-24;https://www.o2online.de/e-shop/apple/apple-iphone-14-pro-max-512gb-gold-details?ohne-tarif=nein&zielgruppe=privatkunden&ratenzahlung=36&vertragsart=ratenzahlung&tarif=o2-mobile-on-demand-m-plus;apple-iphone-14-pro-max-512gb-gold
